order_id,customer_id,order_date,ship_date,delivery_date,customer_name,customer_segment,customer_country,customer_city,customer_region,order_status,total_items,unique_products,product_categories,subtotal,discount_amount,shipping_cost,tax_amount,total_order_value,profit,shipping_method,delivery_status,payment_method,payment_status,sales_channel,customer_acquisition_channel,campaign
ORD1015286,CUST132248,2025-04-06,,,Joseph Weaver,Consumer,United States,New York,North America,Processing,2,2,Electronics,38.0,8.55,5.45,2.06,36.96,10.08,Standard,Not Shipped,Debit Card,Pending,Mobile App,Email Marketing,
ORD1015287,CUST120432,2024-10-01,,,Ashley Yang,Consumer,United States,New York,North America,Processing,2,2,Electronics,9.88,0.73,3.98,0.64,13.77,3.92,Economy,Not Shipped,PayPal,Paid,Website,Paid Ads,
ORD1015288,CUST121111,05/20/2024,2024-05-22,2024-05-28,Lindsay Young,Consumer,United States,New York,North America,Delivered,3,2,Electronics,96.21,0.0,3.4,6.73,106.34,30.15,Economy,Delayed,,Paid,Website,Referral,
ORD1015289,CUST115144,2025-11-25,,,Brianna Gallagher,Small Business,United States,Los Angeles,North America,Cancelled,2,2,Grocery|Beauty & Personal Care,68.29,0.0,4.18,4.78,77.25,20.11,Economy,Not Shipped,Credit Card,Refunded,Website,Referral,
ORD1015290,CUST104581,2025-01-20,2025-01-20,2025-01-25,Jeremy Payne MD,Consumer,United States,New York,North America,Delivered,4,3,Toys & Games,261.57,54.22,0.0,14.51,221.86,25.64,Standard,On Time,Credit Card,Paid,Mobile App,Organic Search,
ORD1015291,CUST114931,2025-07-22,,,Justin Black,Consumer,Canada,Vancouver,North America,Processing,4,3,Electronics|Grocery,88.3,23.09,15.04,8.48,88.73,10.86,Express,Not Shipped,Credit Card,Pending,Mobile App,Organic Search,
ORD1015292,CUST116905,2026-08-10,2026-08-11,2026-08-15,Timothy Norman,Corporate,Canada,Montreal,North America,Delivered,4,4,Beauty & Personal Care|Electronics,31.19,0.0,6.38,4.05,41.62,11.32,Standard,On Time,PayPal,Paid,Website,Social Media,LOYALTY_REWARDS
ORD1015293,CUST102511,2025-10-11,2025-10-14,2025-10-19,Richard Nixon,Small Business,Canada,Toronto,North America,Delivered,3,3,Sports & Outdoors|Home & Kitchen|Apparel,102.36,0.0,4.14,13.31,119.81,31.22,Economy,On Time,Credit Card,Paid,Website,Email Marketing,BLACKFRIDAY25
ORD1015294,CUST121331,2025-07-22,,,Dana Stevens,Consumer,United States,Los Angeles,North America,Processing,5,4,Apparel|Electronics,72.55,0.0,,5.08,83.08,26.09,Standard,Not Shipped,Debit Card,Paid,Website,Organic Search,
ORD1015295,CUST111854,2026-08-30,2026-08-31,2026-09-05,Brandy Owens,Consumer,United States,New York,North America,Returned,5,4,Beauty & Personal Care|Electronics,133.09,33.06,5.54,7.0,112.57,11.17,Standard,Returned,Gift Card,Refunded,Mobile App,Organic Search,
ORD1015296,CUST102862,2024-04-18,2024-04-20,2024-04-27,Taylor Brown,Small Business,United States,Houston,North America,Delivered,2,2,Beauty & Personal Care,81.24,4.32,3.61,5.38,85.91,29.98,Economy,On Time,Credit Card,Paid,Website,Paid Ads,SPRING_LAUNCH25
ORD1015297,CUST112833,2024-11-15,,,Stacey Coleman,Small Business,United States,Chicago,North America,Cancelled,3,3,Apparel|Home & Kitchen,84.82,0.0,5.67,5.94,96.43,36.37,Standard,Not Shipped,Debit Card,Refunded,Website,Organic Search,
ORD1015298,CUST129866,2026-05-14,2026-05-15,,Jacob Sosa,Consumer,Germany,Munich,Europe,Shipped,2,2,Apparel,43.68,0.0,7.88,8.3,59.86,13.47,Standard,In Transit,Credit Card,Paid,Marketplace,Organic Search,
ORD1015299,CUST116246,2025-08-09,2025-08-10,2025-08-12,Kevin Cruz,Consumer,United States,Houston,North America,Delivered,2,2,Sports & Outdoors|Apparel|Electronics,63.38,5.24,5.82,4.07,68.03,25.17,Standard,On Time,Credit Card,Paid,Mobile App,Social Media,
ORD1015300,CUST127306,2025-07-30,2025-07-30,2025-07-30,Ruben Murray,Small Business,United States,Houston,North America,Delivered,2,2,Grocery,49.67,8.69,21.07,2.87,64.92,14.31,Same-Day,On Time,Credit Card,Paid,Mobile App,Organic Search,
ORD1015301,CUST120029,2025-02-25,2025-02-25,2025-03-02,Melissa Rowe,Corporate,United States,Los Angeles,North America,Delivered,3,3,Grocery|Apparel|Books,180.4,0.0,6.0,12.63,199.03,64.82,Standard,On Time,Credit Card,Paid,Website,Social Media,SPRING_LAUNCH25
ORD1015302,CUST129725,2024-12-01,2024-12-02,2024-12-05,Alexis Wood,Corporate,United States,Los Angeles,North America,Delivered,2,2,Toys & Games,229.57,0.0,7.46,16.07,253.1,72.15,Standard,Delayed,Gift Card,Paid,Website,Email Marketing,BLACKFRIDAY25
ORD1015303,CUST112890,2025-05-23,2025-05-23,2025-05-24,Joshua Taylor,Consumer,United States,New York,North America,Delivered,2,2,Home & Kitchen|Books,50.0,0.0,17.18,3.5,70.68,22.09,Express,On Time,Credit Card,Paid,Mobile App,Organic Search,
ORD1015304,CUST130868,2025-06-16,2025-06-18,2025-06-23,Michael Mcneil,Consumer,Canada,Montreal,North America,Delivered,7,7,Apparel|Home & Kitchen,182.38,49.02,7.93,17.34,158.63,36.1,Standard,On Time,Debit Card,Paid,Mobile App,Social Media,
ORD1015305,CUST117613,2026-07-14,2026-07-16,2026-07-19,Brandi Howard,Consumer,United Kingdom,Manchester,Europe,Delivered,3,3,Books|Home & Kitchen,87.96,6.08,,16.38,105.4,24.0,Standard,Delayed,Credit Card,Paid,Mobile App,Organic Search,
ORD1015306,CUST113457,03/03/2024,2024-03-04,2024-03-06,Maria Hernandez,Corporate,United Kingdom,Manchester,Europe,Delivered,3,2,Home & Kitchen|Books|Sports & Outdoors,119.41,0.0,0.0,23.88,143.29,59.57,Standard,On Time,Credit Card,Paid,Mobile App,Paid Ads,
ORD1015307,CUST130536,2025-01-02,2025-01-02,2025-01-03,Micheal Evans,Consumer,United Kingdom,Manchester,,Returned,2,2,Home & Kitchen|Apparel|Beauty & Personal Care,35.76,0.0,23.3,7.15,66.21,16.9,Same-Day,Returned,Credit Card,Refunded,Website,Paid Ads,
ORD1015308,CUST130847,2025-03-14,2025-03-15,,Robert Simpson,Consumer,United Kingdom,London,Europe,Shipped,3,3,Grocery,133.03,0.0,0.0,26.61,159.64,56.91,Economy,In Transit,Gift Card,Paid,Social Media,Organic Search,
ORD1015309,CUST108305,2026-02-22,2026-02-23,2026-02-26,Allison Wilson,Consumer,United States,Houston,North America,Delivered,5,3,Books|Electronics,242.8,0.0,5.61,17.0,265.41,115.79,Standard,On Time,Credit Card,Paid,Mobile App,Social Media,
ORD1015310,CUST122608,2025-06-24,2025-06-25,2025-06-26,Leslie Norris,Consumer,Canada,Toronto,North America,Delivered,9,6,Electronics,136.5,9.61,16.47,16.5,159.86,43.94,Express,On Time,PayPal,Paid,Website,Organic Search,
ORD1015311,CUST113637,2024-12-09,2024-12-09,2024-12-09,Gabrielle Dickson,Consumer,United States,Los Angeles,North America,Delivered,2,2,Electronics|Beauty & Personal Care,71.1,0.0,23.17,4.98,99.25,23.08,Same-Day,On Time,Credit Card,Paid,Mobile App,Organic Search,
ORD1015312,CUST116261,2024-02-15,2024-02-16,2024-02-21,  Eric Weeks  ,Consumer,Canada,Toronto,North America,Delivered,5,3,Beauty & Personal Care,86.37,0.0,5.74,11.23,103.34,42.01,Standard,On Time,Debit Card,Paid,Website,Organic Search,
ORD1015313,CUST117806,2024-10-30,,,Anthony Alexander,Consumer,United Kingdom,London,Europe,Processing,5,5,Electronics|Sports & Outdoors,99.95,0.0,16.37,19.99,136.31,48.15,Express,Not Shipped,Debit Card,Paid,Mobile App,Social Media,LOYALTY_REWARDS
ORD1015314,CUST121328,2024-01-06,2024-01-06,2024-01-09,Haley Reynolds,Consumer,United States,Chicago,North America,Returned,2,2,Toys & Games|Grocery,99.34,0.0,6.99,6.95,113.28,38.0,Standard,Returned,Debit Card,Refunded,Website,Social Media,
ORD1015315,CUST121531,2025-06-02,2025-06-02,2025-06-07,Steven Kelly,Small Business,Australia,,Oceania,Delivered,4,4,Home & Kitchen|Apparel|Books,98.74,0.0,5.9,9.87,114.51,29.78,Standard,On Time,Credit Card,Pending,Website,Email Marketing,SUMMER_SALE24
ORD1015316,CUST105436,2025-03-18,2025-03-20,2025-03-25,Taylor Munoz,Corporate,United States,Houston,North America,Delivered,2,2,Electronics|Grocery|Sports & Outdoors,128.72,0.0,5.14,9.01,142.87,54.3,Standard,On Time,Credit Card,Paid,Mobile App,Referral,
ORD1015317,CUST105232,2025-09-11,,,Ellen Cummings,Consumer,United Kingdom,London,Europe,Processing,5,5,Electronics,79.72,20.09,7.72,11.93,79.28,5.92,Standard,Not Shipped,Credit Card,Pending,Mobile App,Paid Ads,
ORD1015318,CUST119381,2026-08-23,,,William Smith PhD,Corporate,United States,Los Angeles,North America,Cancelled,4,3,Books,35.3,0.0,7.73,2.47,45.5,10.62,Standard,Not Shipped,Credit Card,Refunded,Mobile App,Social Media,
ORD1015319,CUST130927,2024-01-04,2024-01-04,2024-01-05,Eric Howell,Corporate,United Kingdom,Manchester,Europe,Delivered,6,3,Home & Kitchen|Toys & Games|Sports & Outdoors,142.3,33.62,26.11,21.74,156.53,21.19,Same-Day,On Time,Credit Card,Paid,Mobile App,Organic Search,
ORD1015320,CUST103900,2024-05-02,2024-05-03,2024-05-09,Matthew Sherman,Consumer,United Kingdom,Birmingham,Europe,Delivered,6,4,Sports & Outdoors,102.88,0.0,0.0,20.58,123.46,44.17,Economy,On Time,Credit Card,Paid,Website,Referral,
ORD1015321,CUST132208,2024-08-05,2024-08-06,,Marie Dalton,Consumer,United Kingdom,London,Europe,Shipped,4,4,Toys & Games,238.4,16.89,14.65,44.3,280.46,61.21,Express,In Transit,PayPal,Paid,Marketplace,Social Media,LOYALTY_REWARDS
ORD1015322,CUST117332,2025-10-21,,,Carlos Boyer,Consumer,Germany,Hamburg,Europe,Processing,5,5,Electronics,244.05,0.0,0.0,46.37,290.42,106.67,Economy,Not Shipped,PayPal,Paid,Website,Paid Ads,
ORD1015323,CUST100076,2025-02-06,2025-02-08,2025-02-13,Stacy Taylor,Corporate,Canada,Montreal,North America,Delivered,3,3,Sports & Outdoors,53.76,0.0,7.58,6.99,68.33,20.46,Standard,On Time,PayPal,Paid,Mobile App,Organic Search,
ORD1015324,CUST110177,2025-03-25,2025-03-26,2025-03-31,Henry Moore,Consumer,Germany,Hamburg,Europe,Delivered,4,4,Toys & Games|Grocery|Home & Kitchen,111.15,,0.0,16.49,103.26,17.75,Economy,Delayed,Bank Transfer,Paid,Marketplace,Social Media,
ORD1015325,CUST117433,2026-08-23,2026-08-26,2026-09-02,Raymond Espinoza,Corporate,United States,Chicago,North America,Delivered,4,4,Beauty & Personal Care|Home & Kitchen,208.95,0.0,0.0,14.63,223.58,94.97,Economy,On Time,PayPal,Paid,Website,Paid Ads,
ORD1015326,CUST126425,2024-07-01,2024-07-02,2024-07-04,William Moore,Consumer,United States,Chicago,North America,Delivered,1,1,Grocery,37.53,0.0,13.24,2.63,53.4,11.04,Express,Delayed,Credit Card,Paid,Mobile App,Social Media,
ORD1015327,CUST111750,2025-02-25,2025-02-28,2025-03-05,Vanessa Harris,Consumer,United Kingdom,,Europe,Delivered,2,2,Beauty & Personal Care,23.97,0.0,4.81,4.79,33.57,9.08,Economy,On Time,PayPal,Paid,Website,Email Marketing,BLACKFRIDAY25
ORD1015328,CUST132490,2025-04-24,,,Mary Barber,Small Business,Canada,Montreal,North America,Processing,8,6,Books|Home & Kitchen,313.62,84.11,6.15,29.84,265.5,6.27,Standard,Not Shipped,Gift Card,Pending,Website,Email Marketing,
ORD1015329,CUST105934,2026-08-11,2026-08-11,2026-08-13,Stephanie Green,Corporate,United States,Los Angeles,North America,Delivered,4,3,Grocery,148.9,0.0,0.0,10.42,159.32,52.0,Express,On Time,PayPal,Paid,Marketplace,Paid Ads,BLACKFRIDAY24
ORD1015330,CUST121032,2026-01-14,2026-01-14,2026-01-16,Jeffrey Lawrence,Consumer,Canada,Toronto,North America,Delivered,2,2,Home & Kitchen|Apparel,147.43,19.5,16.93,16.63,161.49,38.66,Express,On Time,Debit Card,Paid,Mobile App,Referral,
ORD1015331,CUST120485,2024-09-05,,,Daniel Phelps,Consumer,United States,Chicago,North America,Cancelled,2,2,Apparel|Beauty & Personal Care,61.83,6.32,25.32,3.89,84.72,23.62,Same-Day,Not Shipped,Debit Card,Refunded,Website,Email Marketing,
ORD1015332,CUST130593,2024-10-29,2024-11-01,2024-11-09,Caitlin Johnson,Corporate,United States,Los Angeles,North America,Returned,3,3,Sports & Outdoors,69.17,0.0,4.38,4.84,78.39,26.98,Economy,Returned,PayPal,Refunded,Mobile App,Direct,
ORD1015333,CUST118145,2024-03-06,2024-03-07,2024-03-12,April Mitchell,Consumer,Germany,Munich,Europe,Returned,3,3,Apparel,36.04,0.0,7.65,6.85,50.54,17.76,Standard,Returned,Credit Card,Refunded,Marketplace,Email Marketing,BLACKFRIDAY24
ORD1015334,CUST129555,2024-05-18,2024-05-19,2024-05-20,Richard Conley,Consumer,United States,Houston,North America,Delivered,2,2,Books,191.74,11.1,0.0,12.64,193.28,50.49,Express,On Time,Credit Card,Paid,Marketplace,Social Media,SUMMER_SALE24
ORD1015335,CUST122441,2024-02-03,2024-02-03,2024-02-04,Maria Wiley,Corporate,Australia,Brisbane,Oceania,Delivered,6,5,Home & Kitchen,94.02,7.19,14.84,8.68,110.35,31.75,Express,Delayed,Credit Card,Paid,Mobile App,Referral,
ORD1015336,CUST120185,2026-03-08,2026-03-09,2026-03-11,Willie Meyers,Small Business,United States,Los Angeles,North America,Delivered,1,1,Home & Kitchen|Books,26.17,4.12,7.5,1.54,31.09,3.89,Standard,On Time,Credit Card,Pending,Mobile App,Organic Search,
ORD1015337,CUST127676,2026-01-22,2026-01-22,2026-01-24,Melissa Molina,Consumer,United Kingdom,Birmingham,Europe,Delivered,3,3,Grocery|Apparel|Toys & Games,71.42,18.22,12.31,10.64,76.15,1.81,Express,On Time,Credit Card,Paid,Mobile App,Social Media,
ORD1015338,CUST131543,2025-10-15,2025-10-17,2025-10-23,Andrew Hernandez,Corporate,Germany,Berlin,Europe,Delivered,4,3,Toys & Games|Sports & Outdoors|Beauty & Personal Care,167.44,0.0,4.96,31.81,204.21,59.05,Economy,Delayed,Credit Card,Paid,Mobile App,Organic Search,
ORD1015339,CUST100111,2025-10-06,2025-10-07,2025-10-13,Victoria Underwood,Consumer,United States,Chicago,North America,Returned,4,3,Apparel,167.01,0.0,0.0,11.69,178.7,66.42,Economy,Returned,Credit Card,Refunded,Social Media,Paid Ads,BLACKFRIDAY24
ORD1015340,CUST103563,2024-02-28,2024-03-01,2024-03-07,Gabriela Harris,Consumer,Germany,Berlin,Europe,Delivered,6,4,Electronics|Beauty & Personal Care,213.81,0.0,0.0,40.62,254.43,66.32,Economy,On Time,CREDIT CARD,Paid,Marketplace,Direct,
ORD1015341,CUST112490,2026-05-01,2026-05-02,2026-05-07,Alexis Carter,Corporate,Germany,Hamburg,Europe,Returned,2,2,Electronics,88.7,0.0,7.95,16.85,113.5,30.18,Standard,Returned,Credit Card,Refunded,Marketplace,Social Media,
ORD1015342,CUST113226,2024-07-01,2024-07-02,,Amy Peters,Consumer,United States,Chicago,North America,Shipped,6,4,Toys & Games,257.47,0.0,7.15,18.02,282.64,106.19,Standard,In Transit,PayPal,Paid,Website,Paid Ads,LOYALTY_REWARDS
ORD1015343,CUST118550,2024-12-16,2024-12-17,2024-12-18,Lindsey Cox,Corporate,United States,Houston,North America,Returned,2,2,Apparel|Grocery,140.31,0.0,13.46,9.82,163.59,43.55,Express,Returned,Credit Card,Refunded,Website,Organic Search,
ORD1015344,CUST121525,2025-01-31,2025-02-01,2025-02-03,Michael Nguyen,Corporate,United States,Chicago,North America,Delivered,3,3,Grocery,223.1,0.0,12.61,15.62,251.33,88.91,Express,On Time,Debit Card,Paid,Social Media,Direct,
ORD1015345,CUST117446,2024-01-03,2024-01-05,2024-01-10,Jesse Boyd,Consumer,United States,Chicago,North America,Delivered,5,4,Toys & Games|Electronics|Sports & Outdoors,151.08,40.22,7.36,7.76,125.98,9.54,Standard,Delayed,PayPal,Paid,Mobile App,Organic Search,
ORD1015346,CUST124366,2024-10-27,2024-10-27,2024-10-28,Shannon White,Consumer,United States,Chicago,North America,Delivered,3,3,Books,52.52,7.77,13.98,3.13,61.86,11.63,Express,On Time,Gift Card,Paid,Mobile App,Paid Ads,WINTER_CLEAROUT
ORD1015347,CUST123426,2025-08-02,2025-08-03,2025-08-05,Linda Pena,Small Business,United States,Chicago,North America,Delivered,4,2,Beauty & Personal Care|Sports & Outdoors|Electronics,62.6,8.1,17.12,3.82,75.44,16.14,Express,On Time,PayPal,Paid,Mobile App,Direct,
ORD1015348,CUST106187,2026-03-17,2026-03-18,2026-03-20,Ronald Roberts,Consumer,Canada,Vancouver,North America,Delivered,2,2,Toys & Games,9.27,1.31,17.05,1.03,26.04,2.1,Express,On Time,Gift Card,Paid,Social Media,Paid Ads,BLACKFRIDAY25
ORD1015349,CUST123029,2025-07-26,2025-07-27,2025-07-29,Jeremy Kennedy,Corporate,United States,New York,North America,Delivered,4,4,Toys & Games|Home & Kitchen|Beauty & Personal Care,294.82,0.0,0.0,20.64,315.46,144.74,Standard,On Time,Credit Card,Paid,Mobile App,Referral,
ORD1015350,CUST104096,2024-09-27,2024-09-28,2024-10-03,Holly Scott,Small Business,Canada,Vancouver,North America,Delivered,6,6,Grocery|Beauty & Personal Care,125.0,14.62,7.89,14.35,132.62,22.01,Standard,On Time,Credit Card,Paid,Website,Referral,
ORD1015351,CUST131447,12/11/2025,2025-12-11,2025-12-15,Jessica Diaz,Consumer,Germany,Berlin,,Delivered,1,1,Toys & Games|Grocery,42.47,0.0,5.21,8.07,55.75,16.08,Standard,On Time,bank transfer,Paid,Website,Organic Search,
ORD1015352,CUST127851,2024-03-14,2024-03-14,2024-03-15,Daniel Phillips DVM,Corporate,Canada,Montreal,North America,Delivered,2,2,Beauty & Personal Care|Electronics|Books,41.63,10.77,13.58,4.01,48.45,3.62,Express,On Time,PayPal,Paid,Mobile App,Email Marketing,
ORD1015353,CUST119113,2026-07-08,2026-07-09,2026-07-14,Gilbert Knight,Small Business,United States,Houston,North America,Delivered,2,2,Beauty & Personal Care|Sports & Outdoors|Toys & Games,73.32,0.0,6.24,5.13,84.69,24.23,Standard,Delayed,Credit Card,Paid,Website,Organic Search,
ORD1015354,CUST119897,2025-02-25,,,Timothy Smith,Corporate,United States,Chicago,North America,Cancelled,1,1,Grocery,22.68,4.35,5.82,1.28,25.43,5.99,Standard,Not Shipped,Credit Card,Refunded,Website,Referral,
ORD1015355,CUST127947,2025-03-22,2025-03-23,2025-03-24,Sheryl Mathews,Consumer,United States,Chicago,North America,Delivered,3,2,Grocery|Home & Kitchen|Books,123.22,21.28,14.52,7.14,123.6,17.12,Express,On Time,Credit Card,Paid,Marketplace,Paid Ads,
ORD1015356,CUST108600,2025-05-26,2025-05-26,,Danielle Aguilar,Consumer,United States,Chicago,North America,Shipped,2,2,Apparel|Books,49.15,0.0,5.8,3.44,58.39,24.02,Standard,In Transit,Credit Card,Pending,Marketplace,Referral,
ORD1015357,CUST126199,2025-09-26,2025-09-27,,Kimberly Garcia,Consumer,Australia,Brisbane,Oceania,Shipped,3,3,Grocery,95.86,0.0,5.2,9.59,110.65,32.73,Standard,In Transit,PayPal,Paid,Website,Organic Search,
ORD1015358,CUST103048,2025-06-01,2025-06-04,,Jessica Wade,Small Business,Australia,Melbourne,Oceania,Shipped,2,2,Home & Kitchen|Grocery|Books,67.79,,3.24,5.07,59.05,14.79,Economy,In Transit,Bank Transfer,Paid,Website,Organic Search,
ORD1015359,CUST132085,2026-04-12,2026-04-12,,Larry Hartman,Consumer,Australia,Brisbane,Oceania,Shipped,3,3,Sports & Outdoors,69.71,0.0,5.88,6.97,82.56,33.53,Standard,In Transit,Credit Card,Paid,Mobile App,Social Media,LOYALTY_REWARDS
ORD1015360,CUST103787,2024-09-21,,,Tyler Jensen,Corporate,United States,Chicago,North America,Cancelled,4,3,Beauty & Personal Care|Grocery|Toys & Games,118.32,0.0,5.03,8.28,131.63,55.5,Standard,Not Shipped,PayPal,Refunded,Website,Social Media,
ORD1015361,CUST125104,2024-05-02,2024-05-02,2024-05-03,Lisa Malone,Consumer,Germany,Munich,Europe,Delivered,3,1,Electronics,90.3,10.64,23.96,15.14,118.76,26.86,Same-Day,Delayed,Credit Card,Paid,Mobile App,Organic Search,
ORD1015362,CUST127249,2025-08-15,2025-08-17,2025-08-22,Cheryl Hurst,Consumer,United States,Chicago,North America,Delivered,2,2,Home & Kitchen|Beauty & Personal Care|Electronics,293.82,0.0,6.64,20.57,321.03,143.53,Standard,On Time,Credit Card,Paid,Social Media,Social Media,
ORD1015363,CUST109334,2024-11-17,2024-11-18,2024-11-19,Mr. Troy Gordon DDS,Consumer,United States,Houston,North America,Delivered,2,2,Sports & Outdoors|Grocery|Beauty & Personal Care,100.22,0.0,0.0,7.02,107.24,46.23,Express,On Time,Credit Card,Paid,Marketplace,Email Marketing,
ORD1015364,CUST115571,2025-06-27,2025-06-27,,Shannon Cross,Consumer,United States,Chicago,North America,Shipped,3,2,Electronics,22.24,0.0,25.9,1.56,49.7,9.87,Same-Day,In Transit,Credit Card,Paid,Mobile App,Social Media,
ORD1015365,CUST102209,2025-02-16,2025-02-16,2025-02-18,Mary Johnson,Consumer,Canada,Vancouver,North America,Delivered,3,2,Beauty & Personal Care,17.0,0.0,6.56,2.21,25.77,6.89,Standard,On Time,Gift Card,Paid,Website,Organic Search,
ORD1015366,CUST103580,2024-09-23,2024-09-24,,Pamela Malone,Consumer,Canada,Vancouver,North America,Shipped,5,4,Grocery|Home & Kitchen,81.56,0.0,6.85,10.6,99.01,34.2,Standard,In Transit,PayPal,Paid,Marketplace,Organic Search,
ORD1015367,CUST114615,2024-02-21,2024-02-24,2024-02-28,Penny Key,Small Business,United States,Los Angeles,North America,Delivered,3,2,Sports & Outdoors,129.92,32.15,4.89,6.84,109.5,30.74,Economy,On Time,Debit Card,Paid,Website,Organic Search,
ORD1015368,CUST118113,2024-04-12,2024-04-14,2024-04-19,Joseph Ward,Consumer,United States,New York,North America,Delivered,6,3,Beauty & Personal Care,377.82,57.25,0.0,22.44,343.01,128.68,Standard,On Time,Gift Card,Paid,Mobile App,Organic Search,
ORD1015369,CUST122643,2025-12-19,2025-12-19,2025-12-24,Jeremy Taylor,Consumer,United States,Los Angeles,North America,Delivered,6,5,Home & Kitchen,153.13,0.0,5.46,10.72,169.31,48.8,Standard,On Time,PayPal,Paid,Website,Social Media,
ORD1015370,CUST110142,2026-06-04,,,Jake Oliver,Consumer,United States,Houston,North America,Cancelled,4,4,Apparel|Beauty & Personal Care,33.89,9.39,3.15,1.72,29.37,3.04,Economy,Not Shipped,Credit Card,Refunded,Mobile App,Social Media,
ORD1015371,CUST101751,2025-11-09,,,Elizabeth Craig,Corporate,United States,New York,North America,Cancelled,4,3,Toys & Games|Electronics,69.5,0.0,5.58,4.87,79.95,34.2,Standard,Not Shipped,PayPal,Failed,Website,Organic Search,
ORD1015372,CUST116914,2024-10-18,2024-10-19,2024-10-23,Peter Wallace,Small Business,Germany,Berlin,Europe,Delivered,5,4,Toys & Games,138.12,0.0,7.88,26.24,172.24,47.55,Standard,On Time,Gift Card,Paid,Mobile App,Paid Ads,
ORD1015373,CUST111752,2025-08-04,2025-08-05,2025-08-08,Michael Murray,Consumer,United Kingdom,Birmingham,Europe,Returned,1,1,Beauty & Personal Care,19.62,1.66,5.12,3.59,26.67,6.58,Standard,Returned,credit card,Refunded,Marketplace,Referral,
ORD1015374,CUST131001,2024-09-27,2024-09-28,2024-10-01,David Jennings,Consumer,United States,Los Angeles,North America,Delivered,7,5,Home & Kitchen|Electronics|Grocery,211.19,33.5,7.4,12.44,197.53,33.49,Standard,On Time,PayPal,Paid,Website,Email Marketing,SPRING_LAUNCH25
ORD1015375,CUST118965,2024-01-22,2024-01-24,2024-01-30,Kayla Meyers,Consumer,United Kingdom,London,Europe,Returned,1,1,Beauty & Personal Care,90.04,0.0,3.46,18.01,111.51,33.14,Economy,Returned,Credit Card,Refunded,Mobile App,Organic Search,
ORD1015376,CUST128676,2024-01-10,,,Nicole Webster,Consumer,Canada,Vancouver,North America,Processing,5,4,Grocery|Electronics|Toys & Games,185.39,0.0,0.0,24.1,209.49,55.82,Express,Not Shipped,Credit Card,Paid,Website,Organic Search,
ORD1015377,CUST118251,2024-11-11,2024-11-12,2024-11-17,Kevin Sawyer,Consumer,Canada,Montreal,North America,Delivered,3,1,Home & Kitchen,162.12,0.0,6.87,21.08,190.07,69.28,Standard,On Time,Debit Card,Paid,Mobile App,Organic Search,
ORD1015378,CUST125106,2025-06-14,,,Joe Davis,Consumer,United States,Chicago,North America,Processing,6,5,Sports & Outdoors|Apparel,102.61,,7.39,7.18,117.18,36.9,Standard,Not Shipped,Credit Card,Paid,Mobile App,Direct,
ORD1015379,CUST122267,2024-12-01,2024-12-02,2024-12-03,Heather Weber,Consumer,United States,Los Angeles,North America,Delivered,3,3,Beauty & Personal Care,28.35,6.55,13.03,1.53,36.36,2.69,Express,On Time,Credit Card,Paid,Mobile App,Referral,
ORD1015380,CUST116801,2024-03-10,2024-03-11,2024-03-13,Joshua Baker,Corporate,Canada,Montreal,North America,Delivered,2,2,Sports & Outdoors|Beauty & Personal Care,103.87,20.55,5.71,10.83,99.86,13.17,Standard,On Time,Credit Card,Paid,Website,Paid Ads,WINTER_CLEAROUT
ORD1015381,CUST112996,2026-08-13,,,Veronica Floyd,Consumer,United States,Los Angeles,North America,Processing,4,4,Grocery|Home & Kitchen|Books,188.58,45.14,0.0,10.04,153.48,12.8,Standard,Not Shipped,Debit Card,Pending,Website,Social Media,
ORD1015382,CUST121648,2024-10-26,2024-10-27,2024-10-29,John Ramirez,Consumer,Germany,Munich,Europe,Delivered,2,2,Books|Home & Kitchen,68.92,5.85,16.04,11.98,91.09,27.25,Express,On Time,PayPal,Paid,Mobile App,Organic Search,
ORD1015383,CUST103036,06/02/2026,2026-06-05,,Wendy Jones,Small Business,United States,Houston,North America,Shipped,1,1,Sports & Outdoors,12.94,0.0,4.35,0.91,18.2,5.86,Economy,In Transit,Credit Card,Paid,Mobile App,Email Marketing,LOYALTY_REWARDS
ORD1015384,CUST132223,2024-04-27,2024-04-27,2024-05-01,Laura Garner,Consumer,Canada,Vancouver,North America,Returned,1,1,Sports & Outdoors|Electronics,19.48,0.0,7.13,2.53,29.14,7.09,Standard,Returned,Debit Card,Refunded,Website,Organic Search,
ORD1015385,CUST125295,2026-07-26,2026-07-26,2026-07-31,Bryan Chung,Consumer,Canada,Vancouver,North America,Delivered,3,3,Books,78.87,,3.86,8.53,77.99,17.65,Economy,Delayed,PayPal,Paid,Marketplace,Paid Ads,BLACKFRIDAY25
ORD1015386,CUST114197,2025-04-06,2025-04-07,,Christopher Sanders,Consumer,United States,Houston,North America,Shipped,4,3,Toys & Games|Grocery|Home & Kitchen,134.57,12.23,0.0,8.56,130.9,39.88,Express,In Transit,Debit Card,Paid,Website,Direct,
ORD1015387,CUST109082,2025-04-15,2025-04-15,2025-04-19,Robin Jackson,Consumer,USA,Houston,North America,Returned,5,5,Home & Kitchen|Grocery|Books,104.06,0.0,7.87,7.28,119.21,40.41,Standard,Returned,Gift Card,Refunded,Website,Email Marketing,
ORD1015388,CUST100269,2024-12-06,2024-12-07,2024-12-09,Kristine Knox,Corporate,United States,Chicago,North America,Delivered,6,6,Grocery|Apparel,268.45,41.67,0.0,15.87,242.65,79.61,Standard,On Time,PayPal,Paid,Website,Direct,
