order_id,customer_id,order_date,ship_date,delivery_date,customer_name,customer_segment,customer_country,customer_city,customer_region,order_status,total_items,unique_products,subtotal,discount_amount,shipping_cost,tax_amount,total_order_value,profit,shipping_method,delivery_status,payment_method,payment_status,sales_channel,customer_acquisition_channel,campaign
ORD1007755,CUST108359,2026-01-04,2026-01-05,2026-01-07,jamie porter,consumer,united kingdom,manchester,europe,returned,2,2,140.11,39.01,6.27,20.22,127.59,16.59,standard,returned,gift card,refunded,website,organic search,
ORD1007756,CUST124806,2024-07-14,,,angela pena,consumer,united states,chicago,north america,cancelled,2,2,29.25,6.8,5.44,1.57,29.46,4.62,standard,not shipped,credit card,failed,website,direct,
ORD1007757,CUST119234,2025-02-16,2025-02-17,2025-02-21,jodi matthews,consumer,united states,chicago,north america,delivered,4,3,286.27,63.47,7.34,15.6,245.74,69.26,standard,on time,credit card,paid,website,social media,
ORD1007758,CUST117606,2026-05-05,2026-05-07,2026-05-11,walter anthony,corporate,united kingdom,birmingham,europe,delivered,2,2,31.71,0.0,5.97,6.34,44.02,9.11,standard,on time,credit card,paid,website,referral,
ORD1007759,CUST129765,2024-05-24,2024-05-26,2024-06-02,linda rivera,corporate,united kingdom,manchester,europe,delivered,2,2,18.54,5.21,3.85,2.67,19.85,2.19,economy,on time,debit card,paid,website,organic search,
ORD1007760,CUST113129,2024-07-04,2024-07-04,2024-07-05,sherry costa,small business,united states,new york,north america,delivered,4,3,65.94,0.0,14.26,4.62,84.82,24.01,express,on time,paypal,paid,social media,paid ads,blackfriday25
ORD1007761,CUST131132,2025-03-26,2025-03-26,2025-03-29,brandon carter,consumer,australia,melbourne,oceania,delivered,2,2,199.44,0.0,5.91,19.94,225.29,57.61,standard,delayed,credit card,paid,website,paid ads,
ORD1007762,CUST132305,2025-06-30,2025-06-30,2025-07-04,jill valdez,consumer,united states,los angeles,north america,delivered,1,1,94.86,20.49,5.44,5.21,85.02,7.49,standard,on time,credit card,paid,website,paid ads,blackfriday24
ORD1007763,CUST120378,2026-04-14,2026-04-14,2026-04-15,ryan cordova,consumer,canada,montreal,north america,delivered,3,3,328.99,30.78,14.77,38.77,351.75,94.34,express,on time,credit card,paid,mobile app,referral,
ORD1007764,CUST115791,2026-01-20,2026-01-20,2026-01-24,ronald gutierrez,consumer,australia,brisbane,oceania,delivered,3,2,46.55,10.63,5.31,3.59,44.82,11.31,standard,on time,paypal,paid,marketplace,organic search,
ORD1007765,CUST101099,2026-01-21,2026-01-22,2026-01-27,stephen harmon,consumer,canada,toronto,north america,delivered,4,4,82.06,0.0,5.73,10.67,98.46,28.95,standard,on time,credit card,paid,website,organic search,
ORD1007766,CUST119612,2024-08-08,2024-08-09,2024-08-13,wayne caldwell,consumer,united states,new york,north america,delivered,5,5,28.5,0.0,7.9,2.0,38.4,8.72,standard,on time,credit card,paid,mobile app,organic search,
ORD1007767,CUST129224,2024-03-11,2024-03-11,2024-03-16,frank osborne,consumer,united states,new york,north america,delivered,3,3,144.73,0.0,0.0,10.13,154.86,70.66,standard,on time,debit card,paid,mobile app,email marketing,
ORD1007768,CUST116520,2025-02-01,2025-02-01,2025-02-04,henry griffin,consumer,united states,chicago,north america,delivered,5,5,131.43,0.0,0.0,9.2,140.63,50.22,standard,on time,gift card,paid,mobile app,organic search,
ORD1007769,CUST113914,2026-07-17,2026-07-19,2026-07-21,eric turner,consumer,united kingdom,manchester,europe,returned,5,4,134.94,0.0,6.56,26.99,168.49,41.3,standard,returned,credit card,refunded,mobile app,organic search,
ORD1007770,CUST103258,2026-07-14,2026-07-15,2026-07-19,robert brown,corporate,united states,houston,north america,delivered,1,1,31.47,5.09,5.14,1.85,33.37,7.55,standard,on time,paypal,paid,mobile app,organic search,
ORD1007771,CUST124654,2024-08-23,2024-08-23,2024-08-24,john lane,consumer,united states,houston,north america,delivered,2,2,100.6,28.44,0.0,5.05,77.21,11.74,express,on time,credit card,paid,website,direct,
ORD1007772,CUST120169,2025-03-13,,,savannah anderson,consumer,united states,los angeles,north america,processing,2,2,286.0,33.51,0.0,17.67,270.16,62.83,standard,not shipped,paypal,paid,website,referral,
ORD1007774,CUST100256,2026-05-19,2026-05-19,2026-05-24,robert curtis,corporate,united states,houston,north america,delivered,2,2,84.87,4.47,6.27,5.63,92.3,21.8,standard,on time,credit card,paid,website,paid ads,blackfriday24
ORD1007775,CUST113597,2026-07-18,2026-07-18,2026-07-22,lindsey johnson,consumer,canada,montreal,north america,delivered,3,2,32.64,0.0,6.57,4.24,43.45,15.76,standard,on time,gift card,paid,mobile app,paid ads,winter_clearout
ORD1007776,CUST103459,2026-05-05,,,sabrina mason,consumer,united states,los angeles,north america,cancelled,5,5,73.39,0.0,7.02,5.14,85.55,31.05,standard,not shipped,credit card,failed,website,direct,
ORD1007777,CUST121005,2025-04-15,,,sabrina chandler,corporate,canada,vancouver,north america,processing,2,2,62.8,6.8,3.14,7.28,66.42,19.06,economy,not shipped,credit card,paid,mobile app,organic search,
ORD1007778,CUST126362,2025-11-06,2025-11-09,2025-11-14,megan moore,consumer,united states,chicago,north america,delivered,5,4,179.26,0.0,0.0,12.55,191.81,54.72,economy,delayed,credit card,paid,website,social media,summer_sale24
ORD1007779,CUST120973,2025-08-02,2025-08-02,2025-08-06,bailey evans,consumer,united kingdom,manchester,europe,returned,3,3,141.58,32.16,6.86,21.88,138.16,22.86,standard,returned,credit card,refunded,website,referral,
ORD1007780,CUST115030,2026-04-30,2026-05-02,2026-05-05,terry ruiz,consumer,united states,chicago,north america,delivered,2,2,70.61,0.0,6.05,4.94,81.6,25.47,standard,on time,credit card,paid,mobile app,paid ads,
ORD1007781,CUST102995,2024-07-14,2024-07-15,,justin barnes,consumer,united states,los angeles,north america,shipped,2,2,15.85,4.64,15.39,0.78,27.38,1.5,express,in transit,gift card,pending,website,paid ads,
ORD1007782,CUST113948,2024-11-18,2024-11-18,2024-11-21,timothy carpenter,corporate,germany,hamburg,europe,delivered,2,2,48.66,9.69,6.57,7.4,52.94,6.49,standard,on time,credit card,paid,mobile app,email marketing,
ORD1007783,CUST103243,2026-02-12,2026-02-13,,jane rodriguez,small business,united states,new york,north america,shipped,2,2,43.22,0.0,5.03,3.03,51.28,21.06,standard,in transit,paypal,paid,mobile app,organic search,
ORD1007784,CUST107415,2025-04-22,2025-04-25,2025-05-02,steven patton,consumer,united states,chicago,north america,delivered,2,2,42.23,8.71,4.94,2.35,40.81,7.99,economy,on time,credit card,paid,mobile app,organic search,
ORD1007785,CUST131694,2024-04-11,,,jason wilson,corporate,united states,chicago,north america,processing,3,1,109.11,0.0,14.23,7.64,130.98,45.8,express,not shipped,credit card,paid,website,organic search,
ORD1007786,CUST130555,2025-04-22,2025-04-23,2025-04-24,patrick bell,small business,united states,new york,north america,delivered,2,2,16.21,1.02,17.82,1.06,34.07,3.65,express,on time,gift card,paid,mobile app,email marketing,
ORD1007787,CUST109541,2024-10-13,2024-10-14,2024-10-16,isaac gonzales,consumer,canada,vancouver,north america,delivered,2,2,235.83,39.17,0.0,25.57,222.23,52.82,standard,on time,paypal,paid,marketplace,email marketing,
ORD1007788,CUST100742,2024-11-15,,,jessica adams,corporate,canada,vancouver,north america,processing,5,4,110.39,17.76,6.91,12.04,111.58,34.93,standard,not shipped,credit card,paid,mobile app,email marketing,
ORD1007789,CUST124102,2025-02-22,,,joseph johnson dds,consumer,united states,houston,north america,cancelled,5,5,109.47,0.0,13.85,7.66,130.98,37.98,express,not shipped,credit card,refunded,website,email marketing,
ORD1007790,CUST110785,2026-08-30,2026-08-30,2026-09-01,leah johnston,small business,united states,los angeles,north america,delivered,2,2,17.49,0.89,6.29,1.16,24.05,5.03,standard,on time,credit card,paid,marketplace,email marketing,
ORD1007791,CUST104899,2026-01-23,2026-01-24,2026-01-26,john adams,small business,united states,chicago,north america,returned,3,3,52.79,0.0,15.53,3.7,72.02,23.72,express,returned,paypal,refunded,website,organic search,
ORD1007792,CUST118777,2025-01-16,2025-01-17,2025-01-19,kevin anderson,consumer,united states,houston,north america,returned,3,3,54.41,0.0,7.36,3.81,65.58,24.28,standard,returned,paypal,refunded,marketplace,paid ads,
ORD1007793,CUST100647,2024-10-22,2024-10-25,,jimmy arnold,consumer,united states,new york,north america,shipped,4,4,67.28,0.0,4.59,4.71,76.58,29.48,economy,in transit,paypal,paid,website,paid ads,
ORD1007794,CUST101846,2025-04-05,,,jessica allen,corporate,canada,vancouver,north america,cancelled,1,1,22.26,0.0,23.87,2.89,49.02,10.56,same-day,not shipped,gift card,failed,mobile app,social media,
ORD1007795,CUST123298,2024-06-11,2024-06-11,2024-06-16,zachary valencia,consumer,united kingdom,birmingham,europe,delivered,3,3,28.8,7.1,6.52,4.34,32.56,5.89,standard,on time,credit card,pending,website,referral,
ORD1007796,CUST128663,2024-03-02,2024-03-02,2024-03-05,scott wilkins,small business,united states,houston,north america,delivered,3,2,269.27,0.0,0.0,18.85,288.12,106.33,standard,on time,paypal,paid,website,referral,
ORD1007797,CUST112383,2024-12-02,,,renee johnson,consumer,united kingdom,london,europe,cancelled,4,3,176.19,35.25,7.64,28.19,176.77,26.22,standard,not shipped,credit card,failed,mobile app,organic search,
ORD1007798,CUST117823,2024-05-30,2024-05-31,2024-06-08,david lynch,consumer,united states,new york,north america,delivered,3,3,78.04,0.0,3.08,5.46,86.58,27.95,economy,on time,debit card,paid,mobile app,organic search,
ORD1007799,CUST100493,2025-04-17,2025-04-17,2025-04-18,samantha jones,consumer,canada,vancouver,north america,delivered,4,3,161.53,0.0,0.0,21.0,182.53,55.96,same-day,on time,credit card,paid,website,email marketing,summer_sale24
ORD1007800,CUST100390,2026-08-02,2026-08-05,2026-08-11,michael reid,consumer,united states,houston,north america,delivered,2,2,74.99,20.46,3.65,3.82,62.0,14.8,economy,delayed,paypal,paid,website,social media,blackfriday24
ORD1007801,CUST124995,2026-03-26,2026-03-28,,joseph pacheco,consumer,germany,hamburg,europe,shipped,4,2,39.96,0.0,5.51,7.59,53.06,16.1,standard,in transit,debit card,paid,marketplace,referral,
ORD1007802,CUST101291,2026-05-07,2026-05-08,2026-05-10,zachary jordan,corporate,canada,vancouver,north america,delivered,3,2,85.27,4.97,7.33,10.44,98.07,33.59,standard,on time,debit card,paid,mobile app,organic search,
ORD1007803,CUST113242,2025-12-18,2025-12-18,,mark oconnor,consumer,united states,new york,north america,shipped,3,3,68.78,0.0,5.8,4.81,79.39,31.62,standard,in transit,debit card,paid,mobile app,paid ads,
ORD1007804,CUST129237,2026-05-17,2026-05-17,2026-05-24,benjamin schwartz,consumer,united states,chicago,north america,delivered,1,1,11.52,2.92,4.21,0.6,13.41,2.76,economy,delayed,paypal,paid,mobile app,direct,
ORD1007805,CUST117602,2025-04-17,2025-04-20,2025-04-26,robert mayer,consumer,united states,chicago,north america,returned,3,3,41.93,0.0,4.33,2.94,49.2,14.72,economy,returned,debit card,refunded,mobile app,referral,
ORD1007806,CUST120116,2025-03-24,2025-03-24,2025-03-26,melissa bautista dvm,consumer,united states,new york,north america,returned,3,3,132.04,29.16,16.94,7.2,127.02,35.05,express,returned,paypal,refunded,mobile app,paid ads,summer_sale24
ORD1007807,CUST110665,2024-11-10,2024-11-10,2024-11-11,jessica brown,consumer,canada,toronto,north america,delivered,4,4,85.56,23.66,12.82,8.05,82.77,4.76,express,on time,credit card,paid,marketplace,referral,
ORD1007808,CUST122909,2024-11-23,2024-11-23,2024-11-29,chad higgins,small business,united kingdom,london,europe,delivered,4,3,56.96,12.73,3.31,8.85,56.39,8.65,economy,delayed,bank transfer,pending,mobile app,email marketing,
ORD1007809,CUST114928,2025-05-15,2025-05-15,2025-05-16,melanie johnston,consumer,united states,new york,north america,delivered,4,4,274.17,0.0,12.879999999999992,19.19,306.24,95.59,express,delayed,credit card,paid,website,organic search,
ORD1007810,CUST112233,2026-04-03,2026-04-04,2026-04-08,sarah anderson,small business,united states,chicago,north america,delivered,4,3,131.41,0.0,0.0,9.2,140.61,43.78,standard,on time,debit card,paid,mobile app,referral,
ORD1007811,CUST100339,2026-07-17,2026-07-18,,charles scott,corporate,united kingdom,manchester,europe,shipped,2,2,50.16,0.0,6.89,10.03,67.08,15.51,standard,in transit,credit card,paid,marketplace,social media,
ORD1007812,CUST105202,2025-01-16,2025-01-17,,amanda allen,consumer,united states,houston,north america,shipped,2,2,120.87,22.73,0.0,6.87,105.01,32.44,express,in transit,gift card,paid,marketplace,email marketing,summer_sale24
ORD1007813,CUST103165,2024-11-30,2024-12-02,2024-12-05,jesus smith,corporate,united states,houston,north america,delivered,5,5,171.88,43.06,0.0,9.02,137.84,20.54,standard,delayed,paypal,paid,mobile app,paid ads,
ORD1007814,CUST123249,2024-03-21,2024-03-22,2024-03-23,james villa,consumer,united states,los angeles,north america,delivered,6,6,249.48,42.91,0.0,14.46,221.03,53.33,express,on time,credit card,paid,website,organic search,
ORD1007815,CUST106974,2025-05-02,2025-05-02,2025-05-02,anthony ho,consumer,united kingdom,london,europe,delivered,1,1,78.61,0.0,22.41,15.72,116.74,33.56,same-day,on time,credit card,paid,mobile app,referral,
ORD1007816,CUST115147,2026-07-28,2026-07-29,2026-07-30,melissa levine,consumer,united states,houston,north america,delivered,1,1,4.54,0.97,15.95,0.25,19.77,1.19,express,on time,gift card,paid,website,social media,summer_sale24
ORD1007817,CUST131444,2024-11-03,2024-11-05,2024-11-09,john andrews,consumer,united states,new york,north america,returned,2,2,44.54,0.0,5.67,3.12,53.33,16.61,standard,returned,paypal,refunded,website,paid ads,winter_clearout
ORD1007818,CUST125993,2026-07-16,2026-07-17,2026-07-21,paige hernandez,consumer,united kingdom,manchester,europe,delivered,5,5,75.52,0.0,6.11,15.1,96.73,29.03,standard,on time,credit card,paid,website,paid ads,loyalty_rewards
ORD1007819,CUST101609,2024-09-09,2024-09-10,,todd doyle,consumer,united states,houston,north america,shipped,4,4,162.37,0.0,4.36,11.37,178.1,64.47,economy,in transit,credit card,paid,marketplace,organic search,
ORD1007820,CUST102076,2024-10-07,2024-10-07,2024-10-08,philip hutchinson,corporate,united states,houston,north america,delivered,3,1,32.24,0.0,15.08,2.26,49.58,11.5,express,on time,credit card,paid,website,social media,
ORD1007821,CUST118851,2024-04-22,2024-04-22,2024-04-26,amanda espinoza,consumer,united states,houston,north america,delivered,3,3,112.92,29.64,4.81,5.83,93.92,11.09,economy,delayed,debit card,paid,marketplace,email marketing,winter_clearout
ORD1007822,CUST109190,2024-03-06,2024-03-08,2024-03-10,jaime robbins,small business,united kingdom,birmingham,europe,returned,4,4,152.63,0.0,5.75,30.53,188.91,72.35,standard,returned,credit card,refunded,website,organic search,
ORD1007823,CUST109328,2026-08-11,2026-08-11,2026-08-13,joseph tran,corporate,united states,los angeles,north america,delivered,4,2,49.11,8.48,15.28,2.84,58.75,12.32,express,on time,paypal,paid,website,paid ads,
ORD1007824,CUST115374,2026-07-12,,,dustin king,small business,united states,chicago,north america,processing,2,2,53.59,0.0,12.14,3.75,69.48,21.39,express,not shipped,credit card,pending,mobile app,organic search,
ORD1007825,CUST120081,2025-04-04,2025-04-05,2025-04-06,barbara grant,corporate,united states,chicago,north america,delivered,2,2,79.94,0.0,16.62,5.6,102.16,39.89,express,on time,paypal,paid,marketplace,organic search,
ORD1007826,CUST112459,2026-02-16,2026-02-18,,donna barnes,small business,germany,hamburg,europe,shipped,3,2,51.22,0.0,6.42,9.73,67.37,24.28,standard,in transit,paypal,paid,mobile app,paid ads,
ORD1007827,CUST115372,2026-05-26,2026-05-26,2026-05-31,tyrone smith,consumer,united kingdom,london,europe,delivered,1,1,41.22,8.94,4.15,6.46,42.89,11.18,economy,on time,paypal,paid,website,direct,
ORD1007828,CUST100771,2025-03-08,2025-03-08,2025-03-12,john kim,consumer,germany,berlin,europe,delivered,2,2,72.18,19.6,6.67,9.99,69.24,3.4,standard,on time,bank transfer,paid,website,organic search,
ORD1007829,CUST107318,2025-12-25,,,sharon escobar,consumer,united states,chicago,north america,cancelled,1,1,18.3,0.0,5.73,1.28,25.31,6.36,standard,not shipped,credit card,refunded,mobile app,referral,
ORD1007830,CUST116828,2025-05-28,2025-05-29,,tara taylor,consumer,canada,montreal,north america,shipped,7,5,402.59,102.95,7.96,38.95,346.55,85.2,standard,in transit,paypal,paid,mobile app,paid ads,loyalty_rewards
ORD1007831,CUST131316,2024-03-28,,,deborah davis,corporate,united states,los angeles,north america,processing,2,2,199.76,43.49,15.36,10.94,182.57,25.39,express,not shipped,debit card,pending,website,organic search,
ORD1007832,CUST119024,2025-11-11,2025-11-12,2025-11-18,andrew anderson,small business,canada,vancouver,north america,delivered,5,4,51.33,0.0,4.03,6.67,62.03,21.65,economy,delayed,debit card,paid,social media,email marketing,blackfriday24
ORD1007833,CUST113879,2024-02-29,2024-03-03,,xavier cameron,corporate,canada,montreal,north america,shipped,3,2,117.82,0.0,3.82,15.32,136.96,34.3,economy,in transit,credit card,paid,mobile app,organic search,
ORD1007834,CUST101585,2025-04-24,2025-04-24,2025-04-25,angela lewis,consumer,canada,toronto,north america,delivered,4,4,38.22,0.0,20.62,4.97,63.81,16.65,same-day,delayed,credit card,paid,website,social media,
ORD1007835,CUST127774,2026-08-29,,,rebecca frank,consumer,united states,los angeles,north america,cancelled,2,2,33.66,4.78,13.59,2.02,44.49,9.04,express,not shipped,paypal,refunded,website,organic search,
ORD1007836,CUST107579,2025-07-12,,,jennifer mason,corporate,germany,munich,europe,cancelled,1,1,15.35,0.97,6.52,2.73,23.63,6.55,standard,not shipped,paypal,refunded,mobile app,referral,
ORD1007837,CUST106965,2024-02-23,2024-02-24,,stephen kirby,small business,germany,berlin,europe,shipped,5,5,167.98,0.0,0.0,31.92,199.9,66.82,standard,in transit,debit card,paid,mobile app,referral,
ORD1007838,CUST122883,2024-04-01,2024-04-03,2024-04-06,benjamin johnson,corporate,united states,chicago,north america,delivered,2,2,62.72,0.0,7.94,4.39,75.05,26.96,standard,on time,credit card,paid,website,email marketing,
ORD1007839,CUST116704,2025-01-10,,,eric white,small business,united kingdom,london,europe,processing,4,4,104.39,13.56,3.84,18.17,112.84,26.44,economy,not shipped,credit card,pending,mobile app,referral,
ORD1007840,CUST106435,2026-07-31,2026-08-01,2026-08-06,amanda nichols,small business,canada,toronto,north america,delivered,2,2,105.86,9.92,6.99,12.47,115.4,29.13,standard,delayed,credit card,paid,website,email marketing,
ORD1007841,CUST103228,2024-08-12,2024-08-12,2024-08-15,frederick gillespie,small business,united states,new york,north america,delivered,4,4,117.73,0.0,6.6800000000000015,8.24,132.65,51.67,standard,on time,credit card,paid,mobile app,organic search,
ORD1007842,CUST131603,2026-02-07,,,robert english,corporate,germany,hamburg,europe,cancelled,2,2,48.66,9.21,7.03,7.5,53.98,9.82,standard,not shipped,paypal,refunded,website,social media,spring_launch25
ORD1007843,CUST117531,2024-12-14,2024-12-14,2024-12-18,vincent mata,corporate,united states,chicago,north america,delivered,3,3,321.39,0.0,0.0,22.5,343.89,158.86,standard,on time,credit card,paid,website,social media,
ORD1007844,CUST115917,2025-06-02,2025-06-03,2025-06-04,heather gonzalez dds,consumer,australia,brisbane,oceania,delivered,3,1,119.36,0.0,12.77,11.94,144.07,49.21,express,on time,credit card,paid,website,paid ads,blackfriday25
ORD1007845,CUST102958,2024-07-08,2024-07-08,2024-07-10,michael macias,small business,united states,new york,north america,delivered,6,6,62.49,9.22,15.75,3.73,72.75,9.58,express,on time,debit card,paid,mobile app,paid ads,
ORD1007846,CUST102269,2026-01-22,2026-01-23,2026-01-24,jacob vincent,consumer,australia,brisbane,oceania,delivered,3,3,84.72,23.46,15.64,6.13,83.03,8.19,express,on time,credit card,paid,mobile app,referral,
ORD1007847,CUST129774,2024-02-20,2024-02-22,2024-02-25,veronica garcia dds,corporate,united states,chicago,north america,delivered,5,5,147.46,31.45,7.96,8.12,132.09,37.93,standard,on time,debit card,paid,marketplace,email marketing,
ORD1007848,CUST122054,2024-01-23,2024-01-25,2024-01-28,courtney terry,consumer,united states,los angeles,north america,delivered,3,3,106.05,0.0,5.76,7.42,119.23,39.97,standard,on time,paypal,paid,website,organic search,
ORD1007849,CUST123349,2026-03-09,2026-03-10,2026-03-13,cynthia moore,consumer,canada,toronto,north america,delivered,4,4,18.39,0.0,7.43,2.39,28.21,7.06,standard,on time,debit card,paid,website,email marketing,
ORD1007850,CUST125795,2026-03-20,2026-03-20,2026-03-23,scott cunningham,consumer,united states,houston,north america,delivered,4,3,109.05,11.34,0.0,6.84,104.55,28.23,standard,on time,paypal,paid,website,organic search,
ORD1007851,CUST115163,2025-09-21,2025-09-22,2025-09-26,donald stephens,consumer,united states,chicago,north america,delivered,2,2,105.67,0.0,5.46,7.4,118.53,40.81,standard,on time,paypal,paid,mobile app,paid ads,
ORD1007852,CUST117524,2025-11-03,2025-11-06,,kelly jones,small business,canada,vancouver,north america,shipped,7,6,81.04,21.7,3.94,7.71,70.99,1.71,economy,in transit,credit card,paid,social media,direct,
ORD1007853,CUST106415,2025-06-04,2025-06-04,2025-06-09,laurie lucas,consumer,united states,houston,north america,delivered,1,1,38.66,0.0,6.86,2.71,48.23,12.44,standard,on time,paypal,paid,marketplace,organic search,
ORD1007854,CUST120410,2025-02-01,,,jocelyn todd,small business,australia,brisbane,oceania,processing,5,5,45.8,0.0,7.65,4.58,58.03,16.72,standard,not shipped,paypal,paid,website,paid ads,blackfriday24
ORD1007855,CUST101330,2026-01-12,2026-01-14,2026-01-19,william lindsey,consumer,united states,los angeles,north america,delivered,2,2,35.69,7.71,6.58,1.96,36.52,4.06,standard,delayed,credit card,paid,website,organic search,
ORD1007856,CUST132305,2024-07-20,2024-07-21,2024-07-22,jill valdez,consumer,united states,new york,north america,delivered,3,2,54.34,0.0,14.12,3.8,72.26,21.86,express,delayed,debit card,paid,website,paid ads,
ORD1007858,CUST103787,2024-07-05,2024-07-05,2024-07-06,tyler jensen,corporate,united states,houston,north america,delivered,5,2,71.41,0.0,14.19,5.0,90.6,24.07,express,on time,credit card,paid,website,email marketing,
ORD1007859,CUST115426,2026-07-31,,,lisa ayala,consumer,australia,brisbane,oceania,processing,3,3,78.34,0.0,7.61,7.83,93.78,35.66,standard,not shipped,credit card,pending,marketplace,organic search,
ORD1007860,CUST106272,2025-04-27,2025-04-27,2025-04-29,dr. jacob walker,corporate,canada,montreal,north america,delivered,4,4,64.11,10.26,6.41,7.0,67.26,13.62,standard,on time,credit card,paid,marketplace,social media,
ORD1007861,CUST110734,2026-01-29,,,carrie rojas,consumer,canada,vancouver,north america,cancelled,6,4,72.85,0.0,3.86,9.47,86.18,34.94,economy,not shipped,debit card,refunded,mobile app,organic search,
ORD1007862,CUST124838,2025-10-24,,,patrick roberts,consumer,germany,hamburg,europe,processing,7,5,180.48,10.83,15.300000000000018,32.23,217.18,41.33,express,not shipped,paypal,paid,mobile app,referral,
ORD1007863,CUST117273,2024-11-24,2024-11-24,2024-11-25,brian rose,consumer,germany,munich,europe,delivered,5,3,73.32,11.8,16.93,11.69,90.14,22.66,express,on time,credit card,paid,marketplace,referral,
ORD1007864,CUST100528,2024-01-21,2024-01-22,,paul harmon,consumer,united states,chicago,north america,shipped,4,4,126.99,0.0,5.08,8.89,140.96,60.81,standard,in transit,credit card,paid,marketplace,social media,spring_launch25
ORD1007865,CUST120013,2025-06-02,2025-06-04,2025-06-09,steven mcdonald,consumer,canada,vancouver,north america,delivered,3,2,55.49,6.64,3.31,6.35,58.51,14.93,economy,on time,credit card,paid,website,organic search,
ORD1007866,CUST106357,2026-06-21,2026-06-21,,rebecca payne,consumer,australia,melbourne,oceania,shipped,1,1,40.64,0.0,14.97,4.06,59.67,14.95,express,in transit,debit card,pending,website,paid ads,
ORD1007867,CUST127093,2025-07-31,2025-08-01,2025-08-04,jacob landry,small business,canada,vancouver,north america,delivered,3,3,293.82,0.0,6.94,38.2,338.96,145.86,standard,on time,paypal,paid,website,email marketing,
ORD1007868,CUST109951,2026-02-15,,,david anderson,consumer,united kingdom,birmingham,europe,processing,5,4,151.44,31.12,0.0,24.06,144.38,39.11,economy,not shipped,credit card,paid,mobile app,direct,
ORD1007869,CUST104077,2024-02-16,2024-02-18,2024-02-21,calvin hughes,consumer,united kingdom,manchester,europe,delivered,3,2,89.95,0.0,6.87,17.99,114.81,35.81,standard,on time,credit card,paid,website,paid ads,
ORD1007871,CUST125791,2025-03-12,,,adam barr,small business,united states,los angeles,north america,cancelled,2,2,33.08,0.0,23.87,2.32,59.27,11.01,same-day,not shipped,debit card,failed,mobile app,social media,
ORD1007872,CUST119729,2024-07-08,2024-07-08,2024-07-10,michael reeves,consumer,united states,chicago,north america,delivered,8,6,70.69,0.0,7.78,4.95,83.42,32.45,standard,on time,credit card,pending,website,referral,
ORD1007873,CUST113924,2024-01-10,,,cory scott,corporate,united states,los angeles,north america,processing,3,2,74.07,7.2,17.89,4.68,89.44,25.23,express,not shipped,debit card,paid,marketplace,email marketing,
ORD1007874,CUST104094,2025-04-13,2025-04-14,2025-04-18,michael phillips,small business,united states,new york,north america,delivered,4,3,89.77,25.99,6.95,4.46,75.19,18.46,standard,delayed,debit card,paid,website,paid ads,loyalty_rewards
ORD1007876,CUST122233,2024-01-08,2024-01-09,2024-01-14,michael rivera,consumer,united states,houston,north america,delivered,3,2,122.03,32.74,5.35,6.25,100.89,16.09,standard,on time,paypal,paid,website,paid ads,summer_sale24
ORD1007877,CUST128553,2025-04-02,2025-04-03,2025-04-05,christina walker,consumer,germany,berlin,europe,returned,2,2,29.45,6.09,12.75,4.44,40.55,7.77,express,returned,gift card,refunded,marketplace,organic search,
ORD1007878,CUST108148,2025-09-24,2025-09-25,2025-09-28,debbie patel md,small business,united kingdom,london,europe,returned,2,2,74.3,0.0,6.6,14.86,95.76,28.08,standard,returned,credit card,refunded,website,paid ads,summer_sale24
ORD1007879,CUST104564,2026-06-13,,,terrance brooks,corporate,united states,chicago,north america,cancelled,1,1,30.8,4.34,7.11,1.85,35.42,8.93,standard,not shipped,paypal,refunded,mobile app,social media,
ORD1007880,CUST129045,2026-04-12,2026-04-12,2026-04-13,lisa johnson,small business,united states,los angeles,north america,delivered,3,1,79.1,0.0,12.68,5.54,97.32,24.91,express,delayed,credit card,paid,website,email marketing,
ORD1007881,CUST105815,2026-05-05,2026-05-06,2026-05-08,jaclyn williams,consumer,united states,chicago,north america,delivered,2,2,39.48,0.0,17.81,2.76,60.05,12.5,express,on time,paypal,paid,website,referral,
ORD1007882,CUST131569,2024-09-06,2024-09-08,2024-09-12,patricia little,corporate,canada,toronto,north america,delivered,4,3,175.48,0.0,0.0,22.81,198.29,50.53,economy,on time,debit card,paid,mobile app,organic search,
ORD1007883,CUST131824,2026-02-06,2026-02-06,2026-02-14,dr. gregg johnson,small business,united kingdom,birmingham,europe,delivered,4,4,115.16,19.87,0.0,19.06,114.35,28.61,economy,on time,paypal,pending,website,organic search,
ORD1007884,CUST119881,2025-04-29,2025-04-30,2025-05-04,william drake,consumer,united states,los angeles,north america,delivered,4,4,49.08,0.0,6.37,3.44,58.89,20.1,standard,on time,credit card,paid,website,referral,
ORD1007885,CUST122015,2025-05-30,2025-06-01,2025-06-05,nancy davis,consumer,united kingdom,manchester,europe,delivered,5,5,461.59,0.0,6.45,92.32,560.36,169.07,standard,on time,gift card,paid,mobile app,organic search,
ORD1007886,CUST131190,2026-08-05,2026-08-05,2026-08-05,justin snow,small business,united states,houston,north america,delivered,5,3,79.03,10.93,23.07,4.77,95.94,16.58,same-day,on time,paypal,paid,website,referral,
ORD1007887,CUST101418,2026-07-03,2026-07-04,2026-07-06,ashley duncan,consumer,united states,los angeles,north america,delivered,3,2,88.81,13.59,12.94,5.27,93.43,12.08,express,on time,credit card,paid,social media,paid ads,spring_launch25
